apn,prod_nbr,pim_cls_desc,pim_ctgry_desc,pim_grp_desc,pim_prod_desc_lng,total_allowance_for_flyer,ctch_wt_ind,div_cnt,cust_cnt,ttl_pa,ttl_qty_shipped,pa_per_cs,ttl_wght_shipped,pa_per_lb,ttl_tgp,grss_tgp_cs,grss_tgp_lb,ttl_tgp_uom,ttl_pa_uom,ttl_qty_ordered,ttl_prd_allowance,ttl_prd_allwnc_uom,sell_prc_per_uom,dwacost_per_uom,tgppa_uom,tgppa_pls_prdctallwnc_uom,time_frame,qty_pre6,qty_pre5,qty_pre4,qty_pre3,qty_pre2,qty_pre1,qty_promo,qty_post1,qty_post2,qty_post3,cust_cnt_pre6,cust_cnt_pre5,cust_cnt_pre4,cust_cnt_pre3,cust_cnt_pre2,cust_cnt_pre1,cust_count_promo,cust_cnt_post1,cust_cnt_post2,cust_cnt_post3,qty_per_cust_pre6,qty_per_cust_pre5,qty_per_cust_pre4,qty_per_cust_pre3,qty_per_cust_pre2,qty_per_cust_pre1,qty_per_cust_promo,qty_per_cust_post1,qty_per_cust_post2,qty_per_cust_post3
3510189,3510189,PROCESSED MEAT,HOT DOGS & CORN DOGS,"HOT DOGS, BEEF, FROZEN","HOT DOG, ALL-BEEF 4:1 6"" ROLLER GRILL SKINLESS COOKED FROZEN BULK",2.5,N,4,109,2136.229641,296,7.216992,2960,0.721699,1758.93,5.942331,0.594233,5.942331,7.216992,296,-740,-2.5,30.184054,24.241723,13.159323,10.659323,2016nf7 (2weeks),3,5,0,0,0,0,20,5,14,4,1,2,0,0,0,0,9,4,6,3,3,2.5,0,0,0,0,2.222222,1.25,2.333333,1.333333
4159240,4159240,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15-18 COUNT FRESH REF MELON",2,N,6,134,961.0859865,278,3.457144,11120,0.086429,1157.26,4.162806,0.10407,4.162806,3.457144,278,-556,-2,20.429712,16.266906,7.61995,5.61995,2016nf7 (2weeks),0,0,0,0,0,0,15,6,6,14,0,0,0,0,0,0,10,6,3,4,0,0,0,0,0,0,1.5,1,2,3.5
2253705,2253705,"GROCERY, REF & FZN","DESSERTS, BAKERY, OTHER,  REF & FZN","TARTS, FROZEN","TART, KEY LIME 1.8"" MINI UNSLICED BAKED TRAY FROZEN",3.5,N,53,188,648.7540652,277,2.342072,1016.59,0.638167,1260.77,4.551516,1.240195,4.551516,2.342072,277,-969.5,-3.5,21.919819,17.368303,6.893588,3.393588,2016nf7 (2weeks),0,3,0,0,0,0,31,29,11,14,0,2,0,0,0,0,20,11,10,6,0,1.5,0,0,0,0,1.55,2.636364,1.1,2.333333
3006509,3006509,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,7,135,902.086929,273,3.304348,10920,0.082609,1282.64,4.698315,0.117458,4.698315,3.304348,273,-546,-2,23.182784,18.484469,8.002663,6.002663,2016nf7 (2weeks),2,1,0,0,0,0,15,7,7,7,2,1,0,0,0,0,11,6,5,6,1,1,0,0,0,0,1.363636,1.166667,1.4,1.166667
1996354,1996354,PROCESSED MEAT,DELI & LUNCHEON MEATS,"SALAMI & DRY SAUSAGE OTHER, MEAT OR BEEF, BULK OR SLICED, REFRIGERATED","SALAMI, HARD PORK BEEF STICK 6 LBA ALL NATURAL UNCURED REF DELI-FACED",0.25,Y,33,196,723.4043954,263,2.750587,3201.19,0.22598,2002.5,7.614068,0.625549,0.625549,0.22598,263,-800.58,-0.250088,4.451014,3.825465,0.851529,0.601441,2016nf7 (2weeks),1,5,0,0,0,0,27,12,15,12,1,5,0,0,0,0,23,11,12,9,1,1,0,0,0,0,1.173913,1.090909,1.25,1.333333
3204112,3204112,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,5,114,799.493526,244,3.276613,9760,0.081915,1124.75,4.609631,0.115241,4.609631,3.276613,244,-488,-2,20.60418,15.994549,7.886244,5.886244,2016nf7 (2weeks),0,0,0,0,0,0,95,71,91,75,0,0,0,0,0,0,50,39,38,37,0,0,0,0,0,0,1.9,1.820513,2.394737,2.027027
7737299,7737299,"PRODUCE, FRESH","ONIONS, FRESH","ONIONS, YELLOW, FRESH","ONION, YELLOW JUMBO 3""+ FRESH REF",3,N,1,91,758.3893114,241,3.146844,12050,0.062937,310.92,1.290124,0.025802,1.290124,3.146844,241,-723,-3,20.690124,19.4,4.436968,1.436968,2016nf7 (2weeks),0,0,0,0,0,0,10,11,22,14,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,2,3.666667,4.4,4.666667
8295644,8295644,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,7,96,714.7339607,231,3.094086,6930,0.103136,956.86,4.142251,0.138075,4.142251,3.094086,231,-462,-2,20.414416,16.272165,7.236337,5.236337,2016nf7 (2weeks),0,0,0,0,0,0,14,5,6,1,0,0,0,0,0,0,6,4,4,1,0,0,0,0,0,0,2.333333,1.25,1.5,1
1462589,1462589,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND RAW IQF FROZEN",1.5,N,2,64,767.8421393,225,3.412632,2250,0.341263,1436.63,6.385022,0.638502,6.385022,3.412632,225,-337.5,-1.5,33.643511,27.258489,9.797654,8.297654,2016nf7 (2weeks),0,2,0,0,0,0,34,27,18,30,0,1,0,0,0,0,10,6,5,5,0,2,0,0,0,0,3.4,4.5,3.6,6
5758976,5758976,BEEF,"BEEF, GROUND","BEEF, GROUND, RAW, FROZEN","BEEF, GROUND 80/20 MEDIUM NATURAL RAW FROZEN GRASS FED",2.5,N,29,62,460.527294,211,2.182594,2110,0.218259,1263.96,5.990332,0.599033,5.990332,2.182594,211,-527.5,-2.5,56.297346,50.307014,8.172926,5.672926,2016nf7 (2weeks),0,0,0,0,0,0,6,6,6,10,0,0,0,0,0,0,5,3,2,4,0,0,0,0,0,0,1.2,2,3,2.5
4107306,4107306,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,1,31,548.9507828,204,2.690935,4080,0.134547,29.99,0.14701,0.00735,0.14701,2.690935,207,-408,-2,13.146029,12.99902,2.837945,0.837945,2016nf7 (2weeks),0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,2,0,0
5384466,5384466,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-15 COUNT FRESH REF MELON",2,N,5,96,609.4159681,193,3.157596,4825,0.126304,940.88,4.875026,0.195001,4.875026,3.157596,193,-386,-2,21.205699,16.330674,8.032622,6.032622,2016nf7 (2weeks),3,0,0,0,0,0,14,11,7,4,3,0,0,0,0,0,11,6,4,4,1,0,0,0,0,0,1.272727,1.833333,1.75,1
6998579,6998579,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .4"" THICK RAW IQF FROZEN",1.5,N,1,33,452.5,181,2.5,1810,0.25,1106.13,6.111215,0.611122,6.111215,2.5,181,-271.5,-1.5,30.984696,24.873481,8.611215,7.111215,2016nf7 (2weeks),0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,2,1,1
4349338,4349338,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, BOX FRESH REF MELON",2,N,2,79,678.3725972,179,3.789791,6802,0.099731,1152.46,6.438324,0.16943,6.438324,3.789791,179,-358,-2,24.785642,18.347318,10.228115,8.228115,2016nf7 (2weeks),2,0,0,0,0,0,5,2,2,5,2,0,0,0,0,0,5,2,2,4,1,0,0,0,0,0,1,1,1,1.25
5295647,5295647,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,5,94,497.9660164,152,3.276092,6080,0.081902,561.62,3.694868,0.092372,3.694868,3.276092,152,-304,-2,22.713553,19.018684,6.97096,4.97096,2016nf7 (2weeks),0,1,0,0,0,0,14,11,11,7,0,1,0,0,0,0,8,6,5,3,0,1,0,0,0,0,1.75,1.833333,2.2,2.333333
7384464,7384464,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-12 COUNT LARGE FRESH REF MELON",2,N,1,75,407.3215879,148,2.752173,6216,0.065528,1070.89,7.235743,0.17228,7.235743,2.752173,149,-296,-2,28.373446,21.137703,9.987916,7.987916,2016nf7 (2weeks),0,0,0,0,0,0,4,4,1.3,4,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1.333333,4,1.3,4
6384432,6384432,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,6,86,506.3680544,147,3.444681,4086.6,0.123909,537.133903,3.653972,0.131438,3.653972,3.444681,147,-294,-2,21.212789,17.86102,7.098653,5.098653,2016nf7 (2weeks),0,0,0,0,0,0,9,9,2,4,0,0,0,0,0,0,6,6,2,3,0,0,0,0,0,0,1.5,1.5,1,1.333333
7917545,7917545,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 HOMESTYLE RAW IQF FROZEN",1.5,N,1,34,488.0063375,143,3.412632,1430,0.341263,1231.02,8.608531,0.860853,8.608531,3.412632,143,-214.5,-1.5,31.756783,23.148252,12.021163,10.521163,2016nf7 (2weeks),0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,1,2,0
7016397,7016397,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,2,63,418,142,2.943662,2130,0.196244,504.57,3.55331,0.236887,3.55331,2.943662,142,-284,-2,22.712465,19.159155,6.496972,4.496972,2016nf7 (2weeks),0,1,0,0,0,0,13,14,2,5,1,1,0,0,0,0,12,8,6,5,0,1,0,0,0,0,1.083333,1.75,0.333333,1
1457100,1457100,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,3,65,458.2903388,140,3.273502,3892,0.117752,814.79,5.819929,0.20935,5.819929,3.273502,140,-280,-2,23.129786,17.309857,9.093431,7.093431,2016nf7 (2weeks),0,1,0,0,0,0,12,12,6,6,0,1,0,0,0,0,7,5,3,3,0,1,0,0,0,0,1.714286,2.4,2,2
3462827,3462827,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 ROUND 3/8"" THICK WAFFLED RAW IQF FRO",1.5,N,2,12,440.2294933,129,3.412632,1290,0.341263,1156.1,8.962016,0.896202,8.962016,3.412632,129,-193.5,-1.5,35.482481,26.520465,12.374648,10.874648,2016nf7 (2weeks),0,0,0,0,0,0,49,25,25,25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,49,25,25,25
6074272,6074272,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,4,45,372.0223549,107,3.476844,2675,0.139074,524.73,4.904019,0.196161,4.904019,3.476844,107,-214,-2,21.943551,17.039533,8.380863,6.380863,2016nf7 (2weeks),0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1.5,1,0,2
7177256,7177256,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,1,38,349,96,3.635417,2400,0.145417,434.07,4.521563,0.180863,4.521563,3.635417,96,-192,-2,28.521563,24,8.15698,6.15698,2016nf7 (2weeks),0,0,0,0,0,0,5,2,1,4,0,0,0,0,0,0,5,3,1,3,0,0,0,0,0,0,1,0.666667,1,1.333333
1384429,1384429,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-12 COUNT FRESH REF MELON",2,N,2,39,260.9080352,78,3.344975,3120,0.083624,494.03,6.333718,0.158343,6.333718,3.344975,78,-156,-2,27.075641,20.741923,9.678693,7.678693,2016nf7 (2weeks),0,0,0,0,0,0,6,3,4,1,0,0,0,0,0,0,5,3,3,1,0,0,0,0,0,0,1.2,1,1.333333,1
4436572,4436572,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 ROUND 1/2"" THICK SCORED RAW IQF FROZ",1.5,N,2,28,259.3600115,76,3.412632,760,0.341263,589.04,7.750526,0.775053,7.750526,3.412632,76,-114,-1.5,34.958684,27.208158,11.163158,9.663158,2016nf7 (2weeks),0,0,0,0,0,0,9,1,2,3,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,3,1,1,3
2721165,2721165,POULTRY,"CHICKEN, NOT FURTHER PROCESSED, REF","CHICKEN, BREAST, BONELESS, RAW, REF","CHICKEN, BREAST DOUBLE-LOBE RANDOM JUMBO BONELESS-SKINLESS SOLUTION ADDED 1",4,N,1,24,395.2,76,5.2,3040,0.13,909.61,11.968553,0.299214,11.968553,5.2,76,-304,-4,59.08,47.111447,17.168553,13.168553,2016nf7 (2weeks),0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0
4462867,4462867,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 PUB 1/2"" THICK WAFFLED RAW IQF FROZEN",1.5,N,2,22,245.7094846,72,3.412632,720,0.341263,387.54,5.3825,0.53825,5.3825,3.412632,72,-108,-1.5,32.655417,27.272917,8.795132,7.295132,2016nf7 (2weeks),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
9444712,9444712,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 PUB RAW IQF FROZEN",1.5,N,1,17,242.1610625,71,3.410719,710,0.341072,598.27,8.426338,0.842634,8.426338,3.410719,71,-106.5,-1.5,35.673803,27.247465,11.837057,10.337057,2016nf7 (2weeks),0,0,0,0,0,0,9,0,4,5,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,4.5,0,4,2.5
5095070,5095070,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9 COUNT FRESH REF MELON",2,N,4,47,195.5272231,59,3.314021,2360,0.082851,429.18,7.274237,0.181856,7.274237,3.314021,59,-118,-2,26.111186,18.836949,10.588258,8.588258,2016nf7 (2weeks),0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1.5,0,1,1
3887130,3887130,OILS & SHORTENING,"OIL, FRYING & SALAD","OIL, FRYING, LIQUID, BLENDS","SHORTENING, FRYING CANOLA CORN SOYBEAN BLEND LIQUID CLEAR TFF OIL",3,N,4,18,461.6510788,56,8.243769,1960,0.235536,138.17,2.467321,0.070495,2.467321,8.243769,56,-224,-4,35.318036,32.850714,10.71109,6.71109,2016nf7 (2weeks),4,2,0,0,0,0,9,0,1,0,1,1,0,0,0,0,3,0,3,0,4,2,0,0,0,0,3,0,0.333333,0
6950000,6950000,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .3"" THICK RAW IQF FROZEN",1.5,N,1,12,90.30461243,45,2.006769,450,0.200677,300.38,6.675111,0.667511,6.675111,2.006769,45,-67.5,-1.5,30.928444,24.253333,8.68188,7.18188,2016nf7 (2weeks),0,0,0,0,0,0,2,3,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,3,4,4
8384398,8384398,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,1,26,134.25054,41,3.274403,615,0.218294,178.73,4.359268,0.290618,4.359268,3.274403,41,-82,-2,25.603171,21.243902,7.633671,5.633671,2016nf7 (2weeks),1,0,0,0,0,0,3,4,1,1,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1.5,4,1,1
7384761,7384761,"PRODUCE, FRESH","ONIONS, FRESH","ONIONS, YELLOW, FRESH","ONION, YELLOW JUMBO FRESH REF",3,N,1,28,117.3307528,39,3.008481,1950,0.06017,275.21,7.056667,0.141133,7.056667,3.008481,39,-117,-3,29.998974,22.942308,10.065148,7.065148,2016nf7 (2weeks),0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0.666667,0,0
7615339,7615339,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE WAFFLED RAW IQF FROZEN",1.5,N,1,17,129.6800057,38,3.412632,380,0.341263,343.6,9.042105,0.904211,9.042105,3.412632,38,-57,-1.5,35.924737,26.882632,12.454737,10.954737,2016nf7 (2weeks),0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
8914830,8914830,DISPOSABLES,"STRAWS, STIRRERS, STEAK MARKERS, SKEWERS & OTHER",STRAWS,"STRAW, JUMBO 7.75"" TRANSLUCENT WRAPPED PAPER STANDARD PLASTIC BOX",4,N,2,34,797.9958497,36,22.166551,438.12,1.821409,380.29,10.563611,0.868004,10.563611,22.166551,36,-144,-4,61.4625,50.898889,32.730162,28.730162,2016nf7 (2weeks),1,1,0,0,0,0,3,0,0,3,1,1,0,0,0,0,3,0,0,3,1,1,0,0,0,0,1,0,0,1
6949101,6949101,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE .32"" THICK RAW IQF FROZEN",1.5,N,1,5,72.5,29,2.5,290,0.25,158.4,5.462069,0.546207,5.462069,2.5,29,-43.5,-1.5,29.852414,24.390345,7.962069,6.462069,2016nf7 (2weeks),0,0,0,0,0,0,11,1,1,15,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,5.5,1,1,15
6305106,6305106,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,1,13,101.5650104,28,3.627322,420,0.241821,34.96593532,1.248783,0.083252,1.248783,3.627322,28,-56,-2,22.426786,21.907143,4.876105,2.876105,2016nf7 (2weeks),0,1,0,0,0,0,6,4,5,3,0,1,0,0,0,0,3,2,3,2,0,1,0,0,0,0,2,2,1.666667,1.5
5384409,5384409,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,3,17,84.60241167,26,3.253939,722.8,0.117048,125.29,4.818846,0.17334,4.818846,3.253939,26,-52,-2,24.484231,19.665385,8.072785,6.072785,2016nf7 (2weeks),0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1.5,0,1,4
