apn,prod_nbr,pim_cls_desc,pim_ctgry_desc,pim_grp_desc,pim_prod_desc_lng,total_allowance_for_flyer,ctch_wt_ind,div_cnt,cust_cnt,ttl_pa,ttl_qty_shipped,pa_per_cs,ttl_wght_shipped,pa_per_lb,ttl_tgp,grss_tgp_cs,grss_tgp_lb,ttl_tgp_uom,ttl_pa_uom,ttl_qty_ordered,ttl_prd_allowance,ttl_prd_allwnc_uom,sell_prc_per_uom,dwacost_per_uom,tgppa_uom,tgppa_pls_prdctallwnc_uom,time_frame,qty_pre6,qty_pre5,qty_pre4,qty_pre3,qty_pre2,qty_pre1,qty_promo,qty_post1,qty_post2,qty_post3,cust_cnt_pre6,cust_cnt_pre5,cust_cnt_pre4,cust_cnt_pre3,cust_cnt_pre2,cust_cnt_pre1,cust_count_promo,cust_cnt_post1,cust_cnt_post2,cust_cnt_post3,qty_per_cust_pre6,qty_per_cust_pre5,qty_per_cust_pre4,qty_per_cust_pre3,qty_per_cust_pre2,qty_per_cust_pre1,qty_per_cust_promo,qty_per_cust_post1,qty_per_cust_post2,qty_per_cust_post3
9353525,9353525,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,5,199,1434.84938166,427.0000,3.360303,10675.00,0.134412,2666.53000000,6.244801,0.249792,6.244801,3.360303,427.00,-854.00,-2.000000,23.909485,17.664684,9.605104,7.605104,2016nf7 (2weeks),291.0000,283.0000,298.0000,269.5714,288.4286,333.0000,369.1429,310.0000,336.0000,302.0000,113,111,122,119,128,132,160,120,125,114,2.575221,2.549550,2.442623,2.265306,2.253348,2.522727,2.307143,2.583333,2.688000,2.649123
4384434,4384434,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, 5-6 COUNT FRESH REF MELON",2,N,2,167,1495.73843333,397.0000,3.767603,11036.60,0.135525,1514.37000000,3.814534,0.137213,3.814534,3.767603,397.00,-794.00,-2.000000,17.095516,13.280982,7.582137,5.582137,2016nf7 (2weeks),252.0000,273.0000,316.0000,276.0000,266.0000,347.0000,358.0000,304.0000,314.0000,265.0000,93,97,103,95,104,127,140,106,106,96,2.709677,2.814433,3.067961,2.905263,2.557692,2.732283,2.557143,2.867925,2.962264,2.760417
465112,465112,EQUIPMENT & SUPPLIES,"SMALLWARES, KITCHEN & BAR","DISPENSERS & HOLDERS, OTHER","DISPENSER, SQUEEZE BOTTLE 16 OZ PLASTIC NATURAL WIDE MOUTH",2,N,44,255,222.72000000,384.0000,0.580000,384.00,0.580000,993.26000000,2.586615,2.586615,2.586615,0.580000,386.00,-768.00,-2.000000,10.578125,7.991510,3.166615,1.166615,2016nf7 (2weeks),9.0000,7.0000,13.0000,16.0000,10.0000,12.0000,37.0000,8.0000,6.0000,1.0000,5,4,9,12,8,7,25,5,4,1,1.800000,1.750000,1.444444,1.333333,1.250000,1.714286,1.480000,1.600000,1.500000,1.000000
1006485,1006485,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,6,184,1058.66759847,363.0000,2.916440,10091.40,0.104908,1235.89000000,3.404656,0.122470,3.404656,2.916440,363.00,-726.00,-2.000000,18.553802,15.149146,6.321096,4.321096,2016nf7 (2weeks),212.0000,232.0000,252.0000,234.0000,275.0000,277.0000,314.0000,249.0000,223.0000,224.0000,82,85,101,92,112,108,148,99,88,95,2.585366,2.729412,2.495050,2.543478,2.455357,2.564815,2.121622,2.515152,2.534091,2.357895
2810246,2810246,PORK,"PORK, FURTHER PROCESSED","PORK, PRECOOKED, OTHER, REFRIGERATED","PORK, ROAST BONELESS CUBAN SEASONED COOKED NATURAL REF VACUUM-PACK",0.4,Y,36,210,1181.43439505,328.0000,3.601934,3096.11,0.381587,1584.46000000,4.830671,0.511758,0.511758,0.381587,328.00,-1238.46,-0.400005,3.823624,3.311866,0.893345,0.493340,2016nf7 (2weeks),157.0000,184.0000,147.0000,171.0000,183.0000,201.0000,255.0000,174.0000,165.0000,176.0000,76,99,100,99,103,110,150,96,92,95,2.065789,1.858586,1.470000,1.727273,1.776699,1.827273,1.700000,1.812500,1.793478,1.852632
4535241,4535241,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND WAFFLED RAW IQF FROZEN",1.5,N,4,63,1087.62261790,317.0000,3.430986,3170.00,0.343099,1802.90000000,5.687382,0.568738,5.687382,3.430986,317.00,-475.50,-1.500000,32.436498,26.749117,9.118368,7.618368,2016nf7 (2weeks),100.0000,147.0000,162.0000,150.0000,126.0000,157.0000,198.0000,158.0000,136.0000,202.0000,20,23,25,26,27,28,38,25,27,25,5.000000,6.391304,6.480000,5.769231,4.666667,5.607143,5.210526,6.320000,5.037037,8.080000
3510189,3510189,PROCESSED MEAT,HOT DOGS & CORN DOGS,"HOT DOGS, BEEF, FROZEN","HOT DOG, ALL-BEEF 4:1 6"" ROLLER GRILL SKINLESS COOKED FROZEN BULK",2.5,N,4,109,2136.22964092,296.0000,7.216992,2960.00,0.721699,1758.93000000,5.942331,0.594233,5.942331,7.216992,296.00,-740.00,-2.500000,30.184054,24.241723,13.159323,10.659323,2016nf7 (2weeks),112.0000,128.0000,130.0000,131.0000,222.0000,124.0000,225.0000,107.0000,131.0000,135.0000,49,47,48,50,54,47,75,46,51,48,2.285714,2.723404,2.708333,2.620000,4.111111,2.638298,3.000000,2.326087,2.568627,2.812500
4159240,4159240,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15-18 COUNT FRESH REF MELON",2,N,6,134,961.08598650,278.0000,3.457144,11120.00,0.086429,1157.26000000,4.162806,0.104070,4.162806,3.457144,278.00,-556.00,-2.000000,20.429712,16.266906,7.619950,5.619950,2016nf7 (2weeks),145.0000,163.0000,192.0000,170.0000,195.0000,204.0000,218.0000,159.0000,180.0000,167.0000,56,60,63,69,76,84,98,65,65,69,2.589286,2.716667,3.047619,2.463768,2.565789,2.428571,2.224490,2.446154,2.769231,2.420290
2253705,2253705,"GROCERY, REF & FZN","DESSERTS, BAKERY, OTHER,  REF & FZN","TARTS, FROZEN","TART, KEY LIME 1.8"" MINI UNSLICED BAKED TRAY FROZEN",3.5,N,53,188,648.75406520,277.0000,2.342072,1016.59,0.638167,1260.77000000,4.551516,1.240195,4.551516,2.342072,277.00,-969.50,-3.500000,21.919819,17.368303,6.893588,3.393588,2016nf7 (2weeks),12.0000,18.0000,29.0000,23.0000,18.0000,29.0000,44.0000,15.0000,11.0000,16.0000,9,9,15,15,13,16,30,8,8,9,1.333333,2.000000,1.933333,1.533333,1.384615,1.812500,1.466667,1.875000,1.375000,1.777778
3006509,3006509,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,7,135,902.08692901,273.0000,3.304348,10920.00,0.082609,1282.64000000,4.698315,0.117458,4.698315,3.304348,273.00,-546.00,-2.000000,23.182784,18.484469,8.002663,6.002663,2016nf7 (2weeks),123.0000,135.0000,176.0000,157.0000,169.0000,201.0000,220.0000,193.0000,194.0000,186.0000,58,57,74,67,77,84,102,65,75,65,2.120690,2.368421,2.378378,2.343284,2.194805,2.392857,2.156863,2.969231,2.586667,2.861538
1996354,1996354,PROCESSED MEAT,DELI & LUNCHEON MEATS,"SALAMI & DRY SAUSAGE OTHER, MEAT OR BEEF, BULK OR SLICED, REFRIGERATED","SALAMI, HARD PORK BEEF STICK 6 LBA ALL NATURAL UNCURED REF DELI-FACED",0.25,Y,33,196,723.40439537,263.0000,2.750587,3201.19,0.225980,2002.50000000,7.614068,0.625549,0.625549,0.225980,263.00,-800.58,-0.250088,4.451014,3.825465,0.851529,0.601441,2016nf7 (2weeks),102.0000,105.0000,117.0000,103.0000,119.0000,96.0000,169.0000,104.0000,121.0000,104.0000,62,65,70,68,73,59,113,57,79,65,1.645161,1.615385,1.671429,1.514706,1.630137,1.627119,1.495575,1.824561,1.531646,1.600000
3204112,3204112,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,5,114,799.49352601,244.0000,3.276613,9760.00,0.081915,1124.75000000,4.609631,0.115241,4.609631,3.276613,244.00,-488.00,-2.000000,20.604180,15.994549,7.886244,5.886244,2016nf7 (2weeks),20.0000,16.0000,27.0000,30.0000,30.0000,70.0000,126.0000,107.0000,102.0000,95.0000,9,7,10,10,12,38,40,32,29,28,2.222222,2.285714,2.700000,3.000000,2.500000,1.842105,3.150000,3.343750,3.517241,3.392857
7737299,7737299,"PRODUCE, FRESH","ONIONS, FRESH","ONIONS, YELLOW, FRESH","ONION, YELLOW JUMBO 3""+ FRESH REF",3,N,1,91,758.38931144,241.0000,3.146844,12050.00,0.062937,310.92000000,1.290124,0.025802,1.290124,3.146844,241.00,-723.00,-3.000000,20.690124,19.400000,4.436968,1.436968,2016nf7 (2weeks),85.0000,91.0000,142.0000,138.0000,152.0000,123.0000,190.0000,107.0000,122.0000,102.0000,33,38,56,49,54,46,75,44,46,42,2.575758,2.394737,2.535714,2.816327,2.814815,2.673913,2.533333,2.431818,2.652174,2.428571
8295644,8295644,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,7,96,714.73396065,231.0000,3.094086,6930.00,0.103136,956.86000000,4.142251,0.138075,4.142251,3.094086,231.00,-462.00,-2.000000,20.414416,16.272165,7.236337,5.236337,2016nf7 (2weeks),148.0000,138.0000,183.0000,137.0000,161.0000,147.0000,199.0000,155.0000,151.0000,140.0000,50,47,47,53,58,58,74,52,47,53,2.960000,2.936170,3.893617,2.584906,2.775862,2.534483,2.689189,2.980769,3.212766,2.641509
1462589,1462589,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND RAW IQF FROZEN",1.5,N,2,64,767.84213930,225.0000,3.412632,2250.00,0.341263,1436.63000000,6.385022,0.638502,6.385022,3.412632,225.00,-337.50,-1.500000,33.643511,27.258489,9.797654,8.297654,2016nf7 (2weeks),53.0000,60.0000,82.0000,79.0000,88.0000,118.0000,152.0000,139.0000,134.0000,152.0000,19,22,28,28,32,34,50,32,35,35,2.789474,2.727273,2.928571,2.821429,2.750000,3.470588,3.040000,4.343750,3.828571,4.342857
5758976,5758976,BEEF,"BEEF, GROUND","BEEF, GROUND, RAW, FROZEN","BEEF, GROUND 80/20 MEDIUM NATURAL RAW FROZEN GRASS FED",2.5,N,29,62,460.52729403,211.0000,2.182594,2110.00,0.218259,1263.96000000,5.990332,0.599033,5.990332,2.182594,211.00,-527.50,-2.500000,56.297346,50.307014,8.172926,5.672926,2016nf7 (2weeks),78.0000,86.0000,83.0000,110.0000,104.0000,115.0000,179.0000,136.0000,98.0000,112.0000,22,25,27,29,30,34,43,34,31,31,3.545455,3.440000,3.074074,3.793103,3.466667,3.382353,4.162791,4.000000,3.161290,3.612903
4107306,4107306,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,1,31,548.95078281,204.0000,2.690935,4080.00,0.134547,29.99000000,0.147010,0.007350,0.147010,2.690935,207.00,-408.00,-2.000000,13.146029,12.999020,2.837945,0.837945,2016nf7 (2weeks),157.0000,154.0000,140.0000,165.0000,172.0000,208.0000,192.0000,255.0000,279.0000,263.0000,12,15,16,18,21,22,27,20,20,14,13.083333,10.266667,8.750000,9.166667,8.190476,9.454545,7.111111,12.750000,13.950000,18.785714
5384466,5384466,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-15 COUNT FRESH REF MELON",2,N,5,96,609.41596812,193.0000,3.157596,4825.00,0.126304,940.88000000,4.875026,0.195001,4.875026,3.157596,193.00,-386.00,-2.000000,21.205699,16.330674,8.032622,6.032622,2016nf7 (2weeks),102.0000,120.0000,109.0000,127.0000,121.0000,136.0000,161.0000,122.0000,141.0000,107.0000,46,47,53,51,56,58,70,53,53,48,2.217391,2.553191,2.056604,2.490196,2.160714,2.344828,2.300000,2.301887,2.660377,2.229167
6998579,6998579,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .4"" THICK RAW IQF FROZEN",1.5,N,1,33,452.50000000,181.0000,2.500000,1810.00,0.250000,1106.13000000,6.111215,0.611122,6.111215,2.500000,181.00,-271.50,-1.500000,30.984696,24.873481,8.611215,7.111215,2016nf7 (2weeks),105.0000,102.0000,140.0000,303.0000,112.0000,117.0000,126.0000,80.0000,105.0000,91.0000,18,17,23,20,18,19,23,15,16,16,5.833333,6.000000,6.086957,15.150000,6.222222,6.157895,5.478261,5.333333,6.562500,5.687500
4349338,4349338,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, BOX FRESH REF MELON",2,N,2,79,678.37259724,179.0000,3.789791,6802.00,0.099731,1152.46000000,6.438324,0.169430,6.438324,3.789791,179.00,-358.00,-2.000000,24.785642,18.347318,10.228115,8.228115,2016nf7 (2weeks),153.2000,136.0000,153.0000,134.0000,147.5000,134.0000,165.4000,142.0000,154.0000,128.5000,46,46,47,50,46,53,65,44,47,43,3.330435,2.956522,3.255319,2.680000,3.206522,2.528302,2.544615,3.227273,3.276596,2.988372
5295647,5295647,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,5,94,497.96601640,152.0000,3.276092,6080.00,0.081902,561.62000000,3.694868,0.092372,3.694868,3.276092,152.00,-304.00,-2.000000,22.713553,19.018684,6.970960,4.970960,2016nf7 (2weeks),64.0000,55.0000,75.0000,77.0000,81.0000,76.0000,119.0000,83.0000,90.0000,88.0000,35,28,42,44,49,44,67,40,47,46,1.828571,1.964286,1.785714,1.750000,1.653061,1.727273,1.776119,2.075000,1.914894,1.913043
7384464,7384464,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-12 COUNT LARGE FRESH REF MELON",2,N,1,75,407.32158785,148.0000,2.752173,6216.00,0.065528,1070.89000000,7.235743,0.172280,7.235743,2.752173,149.00,-296.00,-2.000000,28.373446,21.137703,9.987916,7.987916,2016nf7 (2weeks),81.0000,95.0000,104.0000,108.0000,113.0000,115.0000,132.1000,108.0000,121.1000,109.0000,35,42,44,47,45,50,63,45,50,42,2.314286,2.261905,2.363636,2.297872,2.511111,2.300000,2.096825,2.400000,2.422000,2.595238
6384432,6384432,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,6,86,506.36805441,147.0000,3.444681,4086.60,0.123909,537.13390298,3.653972,0.131438,3.653972,3.444681,147.00,-294.00,-2.000000,21.212789,17.861020,7.098653,5.098653,2016nf7 (2weeks),59.0000,64.0000,91.0000,62.0000,66.0000,74.0000,118.0000,72.0000,73.0000,67.0000,32,32,41,35,37,42,63,40,42,36,1.843750,2.000000,2.219512,1.771429,1.783784,1.761905,1.873016,1.800000,1.738095,1.861111
7917545,7917545,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 HOMESTYLE RAW IQF FROZEN",1.5,N,1,34,488.00633746,143.0000,3.412632,1430.00,0.341263,1231.02000000,8.608531,0.860853,8.608531,3.412632,143.00,-214.50,-1.500000,31.756783,23.148252,12.021163,10.521163,2016nf7 (2weeks),92.0000,86.0000,88.0000,88.0000,102.0000,100.0000,118.0000,82.0000,97.0000,84.0000,18,14,14,16,20,17,25,16,18,17,5.111111,6.142857,6.285714,5.500000,5.100000,5.882353,4.720000,5.125000,5.388889,4.941176
7016397,7016397,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,2,63,418.00000000,142.0000,2.943662,2130.00,0.196244,504.57000000,3.553310,0.236887,3.553310,2.943662,142.00,-284.00,-2.000000,22.712465,19.159155,6.496972,4.496972,2016nf7 (2weeks),24.0000,47.0000,39.0000,42.0000,47.0000,79.0000,121.0000,113.0000,97.0000,98.0000,18,22,22,21,32,38,46,33,32,31,1.333333,2.136364,1.772727,2.000000,1.468750,2.078947,2.630435,3.424242,3.031250,3.161290
1457100,1457100,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,3,65,458.29033882,140.0000,3.273502,3892.00,0.117752,814.79000000,5.819929,0.209350,5.819929,3.273502,140.00,-280.00,-2.000000,23.129786,17.309857,9.093431,7.093431,2016nf7 (2weeks),64.0000,66.0000,54.0000,64.0000,72.0000,68.0000,102.0000,67.0000,66.0000,50.0000,21,24,25,30,29,33,47,26,29,21,3.047619,2.750000,2.160000,2.133333,2.482759,2.060606,2.170213,2.576923,2.275862,2.380952
3462827,3462827,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 ROUND 3/8"" THICK WAFFLED RAW IQF FRO",1.5,N,2,12,440.22949325,129.0000,3.412632,1290.00,0.341263,1156.10000000,8.962016,0.896202,8.962016,3.412632,129.00,-193.50,-1.500000,35.482481,26.520465,12.374648,10.874648,2016nf7 (2weeks),15.0000,12.0000,15.0000,29.0000,17.0000,29.0000,47.0000,42.0000,28.0000,17.0000,4,5,5,4,6,6,8,3,4,4,3.750000,2.400000,3.000000,7.250000,2.833333,4.833333,5.875000,14.000000,7.000000,4.250000
6074272,6074272,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,4,45,372.02235493,107.0000,3.476844,2675.00,0.139074,524.73000000,4.904019,0.196161,4.904019,3.476844,107.00,-214.00,-2.000000,21.943551,17.039533,8.380863,6.380863,2016nf7 (2weeks),40.0000,52.0000,56.0000,74.0000,72.0000,72.0000,93.0000,85.7500,85.0000,72.0000,16,19,18,22,25,28,33,24,22,24,2.500000,2.736842,3.111111,3.363636,2.880000,2.571429,2.818182,3.572917,3.863636,3.000000
7177256,7177256,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,1,38,349.00000000,96.0000,3.635417,2400.00,0.145417,434.07000000,4.521563,0.180863,4.521563,3.635417,96.00,-192.00,-2.000000,28.521563,24.000000,8.156980,6.156980,2016nf7 (2weeks),25.0000,38.0000,46.0000,52.0000,61.0000,66.0000,85.0000,86.0000,64.0000,78.0000,12,17,18,19,22,26,31,27,23,22,2.083333,2.235294,2.555556,2.736842,2.772727,2.538462,2.741935,3.185185,2.782609,3.545455
631036,631036,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND WIDE 1/4"" THICK RAW FROZEN",1.5,N,2,26,163.80000000,91.0000,1.800000,910.00,0.180000,604.95000000,6.647802,0.664780,6.647802,1.800000,91.00,-136.50,-1.500000,33.087692,26.439890,8.447802,6.947802,2016nf7 (2weeks),52.0000,56.0000,65.0000,56.0000,73.0000,50.0000,82.0000,52.0000,84.0000,102.0000,13,16,19,16,17,17,21,14,16,15,4.000000,3.500000,3.421053,3.500000,4.294118,2.941176,3.904762,3.714286,5.250000,6.800000
1384429,1384429,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-12 COUNT FRESH REF MELON",2,N,2,39,260.90803522,78.0000,3.344975,3120.00,0.083624,494.03000000,6.333718,0.158343,6.333718,3.344975,78.00,-156.00,-2.000000,27.075641,20.741923,9.678693,7.678693,2016nf7 (2weeks),52.0000,55.0000,52.0000,44.0000,60.0000,54.0000,64.0000,42.0000,30.0000,33.0000,15,16,19,15,20,19,26,16,14,14,3.466667,3.437500,2.736842,2.933333,3.000000,2.842105,2.461538,2.625000,2.142857,2.357143
2721165,2721165,POULTRY,"CHICKEN, NOT FURTHER PROCESSED, REF","CHICKEN, BREAST, BONELESS, RAW, REF","CHICKEN, BREAST DOUBLE-LOBE RANDOM JUMBO BONELESS-SKINLESS SOLUTION ADDED 1",4,N,1,24,395.20000000,76.0000,5.200000,3040.00,0.130000,909.61000000,11.968553,0.299214,11.968553,5.200000,76.00,-304.00,-4.000000,59.080000,47.111447,17.168553,13.168553,2016nf7 (2weeks),49.0000,51.0000,47.0000,43.0000,46.0000,62.0000,67.0000,51.0000,59.0000,54.0000,12,12,11,10,12,15,16,14,13,12,4.083333,4.250000,4.272727,4.300000,3.833333,4.133333,4.187500,3.642857,4.538462,4.500000
4436572,4436572,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 ROUND 1/2"" THICK SCORED RAW IQF FROZ",1.5,N,2,28,259.36001149,76.0000,3.412632,760.00,0.341263,589.04000000,7.750526,0.775053,7.750526,3.412632,76.00,-114.00,-1.500000,34.958684,27.208158,11.163158,9.663158,2016nf7 (2weeks),17.0000,24.0000,29.0000,32.0000,48.0000,37.0000,59.0000,22.0000,31.0000,16.0000,14,10,15,15,14,14,20,10,14,10,1.214286,2.400000,1.933333,2.133333,3.428571,2.642857,2.950000,2.200000,2.214286,1.600000
4462867,4462867,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 PUB 1/2"" THICK WAFFLED RAW IQF FROZEN",1.5,N,2,22,245.70948460,72.0000,3.412632,720.00,0.341263,387.54000000,5.382500,0.538250,5.382500,3.412632,72.00,-108.00,-1.500000,32.655417,27.272917,8.795132,7.295132,2016nf7 (2weeks),21.0000,22.0000,19.0000,43.0000,64.0000,42.0000,56.0000,39.0000,28.0000,28.0000,6,4,7,8,6,7,13,6,6,6,3.500000,5.500000,2.714286,5.375000,10.666667,6.000000,4.307692,6.500000,4.666667,4.666667
9444712,9444712,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 PUB RAW IQF FROZEN",1.5,N,1,17,242.16106247,71.0000,3.410719,710.00,0.341072,598.27000000,8.426338,0.842634,8.426338,3.410719,71.00,-106.50,-1.500000,35.673803,27.247465,11.837057,10.337057,2016nf7 (2weeks),8.0000,11.0000,10.0000,16.0000,32.0000,35.0000,47.0000,35.0000,32.0000,43.0000,4,4,4,6,6,8,8,8,7,8,2.000000,2.750000,2.500000,2.666667,5.333333,4.375000,5.875000,4.375000,4.571429,5.375000
5095070,5095070,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9 COUNT FRESH REF MELON",2,N,4,47,195.52722312,59.0000,3.314021,2360.00,0.082851,429.18000000,7.274237,0.181856,7.274237,3.314021,59.00,-118.00,-2.000000,26.111186,18.836949,10.588258,8.588258,2016nf7 (2weeks),37.0000,45.0000,46.0000,48.0000,40.0000,58.0000,46.0000,38.0000,39.0000,35.0000,18,20,22,21,15,25,36,21,22,19,2.055556,2.250000,2.090909,2.285714,2.666667,2.320000,1.277778,1.809524,1.772727,1.842105
3887130,3887130,OILS & SHORTENING,"OIL, FRYING & SALAD","OIL, FRYING, LIQUID, BLENDS","SHORTENING, FRYING CANOLA CORN SOYBEAN BLEND LIQUID CLEAR TFF OIL",3,N,4,18,461.65107882,56.0000,8.243769,1960.00,0.235536,138.17000000,2.467321,0.070495,2.467321,8.243769,56.00,-224.00,-4.000000,35.318036,32.850714,10.711090,6.711090,2016nf7 (2weeks),35.0000,40.0000,39.0000,32.0000,49.0000,34.0000,42.0000,34.0000,21.0000,20.0000,8,8,10,6,10,10,12,10,8,9,4.375000,5.000000,3.900000,5.333333,4.900000,3.400000,3.500000,3.400000,2.625000,2.222222
2521078,2521078,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .41"" THICK RAW FROZEN",1.5,N,1,12,0.00000000,52.0000,0.000000,1040.00,0.000000,460.77000000,8.860962,0.443048,8.860962,0.000000,52.00,-78.00,-1.500000,61.155577,52.294615,8.860962,7.360962,2016nf7 (2weeks),42.0000,51.0000,44.0000,51.0000,58.0000,43.0000,51.0000,56.0000,41.0000,46.0000,9,8,9,10,9,7,11,10,10,9,4.666667,6.375000,4.888889,5.100000,6.444444,6.142857,4.636364,5.600000,4.100000,5.111111
9857855,9857855,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-12 COUNT FRESH REF MELON",2,N,1,31,185.00000000,52.0000,3.557692,2080.00,0.088942,292.79000000,5.630577,0.140764,5.630577,3.557692,52.00,-104.00,-2.000000,23.030577,17.400000,9.188269,7.188269,2016nf7 (2weeks),15.0000,17.0000,27.0000,32.0000,23.0000,32.0000,33.0000,0.0000,0.0000,0.0000,6,9,9,12,12,18,21,2,0,0,2.500000,1.888889,3.000000,2.666667,1.916667,1.777778,1.571429,0.000000,0.000000,0.000000
6950000,6950000,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .3"" THICK RAW IQF FROZEN",1.5,N,1,12,90.30461243,45.0000,2.006769,450.00,0.200677,300.38000000,6.675111,0.667511,6.675111,2.006769,45.00,-67.50,-1.500000,30.928444,24.253333,8.681880,7.181880,2016nf7 (2weeks),16.0000,22.0000,11.0000,15.0000,30.0000,20.0000,42.0000,23.0000,26.0000,22.0000,7,7,4,6,9,8,10,5,7,6,2.285714,3.142857,2.750000,2.500000,3.333333,2.500000,4.200000,4.600000,3.714286,3.666667
8384398,8384398,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,1,26,134.25053996,41.0000,3.274403,615.00,0.218294,178.73000000,4.359268,0.290618,4.359268,3.274403,41.00,-82.00,-2.000000,25.603171,21.243902,7.633671,5.633671,2016nf7 (2weeks),10.0000,14.0000,14.0000,19.0000,21.0000,23.0000,33.0000,26.0000,28.0000,27.0000,8,8,11,13,10,16,19,12,12,11,1.250000,1.750000,1.272727,1.461538,2.100000,1.437500,1.736842,2.166667,2.333333,2.454545
7384761,7384761,"PRODUCE, FRESH","ONIONS, FRESH","ONIONS, YELLOW, FRESH","ONION, YELLOW JUMBO FRESH REF",3,N,1,28,117.33075279,39.0000,3.008481,1950.00,0.060170,275.21000000,7.056667,0.141133,7.056667,3.008481,39.00,-117.00,-3.000000,29.998974,22.942308,10.065148,7.065148,2016nf7 (2weeks),26.0000,25.0000,24.0000,21.0000,24.0000,21.0000,28.0000,17.0000,7.0000,0.0000,15,15,16,13,15,11,18,13,8,2,1.733333,1.666667,1.500000,1.615385,1.600000,1.909091,1.555556,1.307692,0.875000,0.000000
7615339,7615339,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE WAFFLED RAW IQF FROZEN",1.5,N,1,17,129.68000574,38.0000,3.412632,380.00,0.341263,343.60000000,9.042105,0.904211,9.042105,3.412632,38.00,-57.00,-1.500000,35.924737,26.882632,12.454737,10.954737,2016nf7 (2weeks),23.0000,17.0000,26.0000,1.0000,20.0000,26.0000,32.0000,25.0000,20.0000,28.0000,8,9,11,10,11,10,14,11,9,11,2.875000,1.888889,2.363636,0.100000,1.818182,2.600000,2.285714,2.272727,2.222222,2.545455
